datum,sample_ba_nr,infa_gc_pcr,infb_gc_pcr,rsv_gc_pcr,infa_gc_l,infb_gc_l,rsv_gc_l,infa_gc_l_7_d_median,infb_gc_l_7_d_median,rsv_gc_l_7_d_median,infa_gc_100_000_p,infb_gc_100_000_p,rsv_gc_100_000_p,infa_gc_100_000_p_7_d_median,infb_gc_100_000_p_7_d_median,rsv_gc_100_000_p_7_d_median,infa_gc_pmmov,infb_gc_pmmov,rsv_gc_pmmov,infa_gc_pmmov_7_d_median,infb_gc_pmmov_7_d_median,rsv_gc_pmmov_7_d_median,anz_pos_a_bs,anz_pos_a_h1_bs,anz_pos_a_h1n1_bs,anz_pos_a_h3_bs,anz_pos_b_bs,anz_pos_a_bl,anz_pos_b_bl,anz_pos_all_bl,infa_bs_bl,infb_bs_bl,7t_median_infa,7t_median_infb,kw,kw_anz_pos_rsv_usb
2024-01-14,Ba240007,,,76.8,31320.0,1572.0,30720.0,33660.0,2592.0,40960.0,722449170470.9943,36260858747.77787,708609148048.1783,765368260196.814,58495483568.76009,927027279812.9384,0.0009225331369661266,4.630338733431517e-05,0.000904860088365243,0.000971422449446691,5.7275453704946906e-05,0.0010230488443715683,7,0.0,0.0,0.0,0,1,0,1,8,0,6,0,2,16
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0.0,0.0,0,9,0,9,20,0,11,0,3,10
2024-01-20,dito wie 21.01,,,66.3,54800.0,4640.0,26520.0,31460.0,1526.0,28620.0,1428971506897.7034,120993207883.3092,691538765746.8448,911759077592.926,37026565661.60745,691538765746.8448,0.00029742198100407054,2.5183175033921303e-05,0.0001439348710990502,0.00027578791357895835,1.841835917050396e-05,0.0002018970321017565,9,0.0,0.0,0.0,0,4,0,4,13,0,13,0,3,10
2024-01-23,Ba240011,,,36.5,34000.0,4160.0,14600.0,44400.0,4400.0,20560.0,1757706883113.3926,215060606875.05038,754780014513.398,1400882322450.8442,118614853579.77953,677945240718.9124,0.0006017699115044248,7.36283185840708e-05,0.0002584070796460177,0.00029742198100407054,2.5183175033921303e-05,0.00015165974324183278,17,0.0,0.0,0.0,0,3,0,3,20,0,15,0,4,12
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,19,0.0,0.0,0.0,1,4,0,4,23,1,20,0,4,12
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,15,0.0,2.0,0.0,0,3,0,3,18,0,15,0,5,9
2024-02-06,Ba240017,,,86.9,40400.0,11360.0,34760.00000000001,22960.0,2914.0,23400.0,965803362654.4928,271572430687.0059,830973388264.1133,519772807728.1924,76221395359.55215,529594930293.4547,0.00022258953168044078,6.258953168044077e-05,0.00019151515151515157,0.00015861830742659757,2.084775982932033e-05,0.0001616580310880829,7,0.0,0.0,0.0,0,3,0,3,10,0,15,0,6,9
2024-02-08,Ba240018,,,66.2,35400.0,1892.0000000000002,26480.0,29180.0,2604.0,24940.0,843242247042.6072,45068201452.10771,630764257109.8372,684769563331.0168,58934410191.6306,583573482716.3859,0.00019186991869918699,1.0254742547425476e-05,0.0001435230352303523,0.0001752441130628923,1.7989637305699482e-05,0.0001616580310880829,8,0.0,0.0,0.0,0,2,0,2,10,0,10,0,6,9
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,0,2,0,2,11,0,10,0,6,9
2024-02-10,dito wie 11.2.,,,36.5,25280.0,1208.0,14600.0,30340.0,2248.0,24940.0,630483388302.5083,30127528997.999607,364124108750.6575,843242247042.6072,45068201452.10771,630764257109.8372,0.00015002967359050446,7.169139465875371e-06,8.664688427299703e-05,0.0001752441130628923,1.4122189926562478e-05,0.0001525905331592176,5,0.0,0.0,0.0,0,,,,5,0,10,0,6,9
2024-02-13,Ba240020,,,60.5,54400.0,13719.999999999998,24200.0,30340.0,1550.0,19400.0,1247643569374.4263,314663047276.0501,555017911376.1235,758289507734.7196,38621735541.31519,471945601634.1011,0.00043870967741935484,0.00011064516129032256,0.00019516129032258066,0.00017094979614484573,8.711941006650424e-06,0.00011508495975167467,,,,,,1,0,1,1,0,6,0,7,12
2024-02-16,dito wie 18.2.,,,36.1,28040.0,2652.0,14440.000000000002,28040.0,1208.0,14600.0,619821492883.4436,58622203963.15593,319194805892.9004,792529270605.7615,45398736796.8393,471945601634.1011,0.0003963250883392226,3.748409893992933e-05,0.00020409893992932865,0.00015002967359050446,7.169139465875371e-06,8.664688427299703e-05,6,0.0,0.0,0.0,0,1,0,1,7,0,7,0,7,12
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,0,4,0,4,13,0,9,0,8,7
2024-02-21,Ba240023,,,46.7,12800.0,6120.0,18680.0,28040.0,2652.0,14440.000000000002,286481268885.65515,136973856685.95386,418083601780.003,647086446866.7571,65346671325.288246,355809175692.74603,0.00011531531531531531,5.513513513513514e-05,0.0001682882882882883,0.0003963250883392226,3.748409893992933e-05,0.00020409893992932865,6,0.0,0.0,0.0,1,1,0,1,7,1,9,0,8,7
2024-02-29,Ba240027,,,26.8,9800.0,4240.0,10720.0,9800.0,9600.0,9559.999999999998,239607063187.03467,103666729378.88031,262100787486.22568,305915975872.43567,190759035358.16992,253093864825.74323,9.37799043062201e-05,4.057416267942584e-05,0.00010258373205741626,0.0001029045643153527,6.995260663507109e-05,0.0001090047393364929,2,0.0,0.0,0.0,1,2,0,2,4,1,4,0,9,2
2024-03-02,dito wie 3.3.,,,23.5,9320.0,1592.0,9400.0,12500.0,4820.0,10140.0,205795837188.8546,35153108670.02753,207562325061.7203,239607063187.03467,103666729378.88031,234109864119.27087,6.461005199306759e-05,1.1036395147313691e-05,6.516464471403813e-05,0.00011875756444625426,4.581899623332994e-05,9.649281165518566e-05,3,0.0,0.0,0.0,0,,,,3,0,4,1,9,2
2024-03-03,Ba240028,,,23.5,9320.0,1592.0,9400.0,9560.0,2916.0,9480.0,204919120442.00592,35003351903.82762,206678082849.23343,222701450187.94464,69409919024.45392,220836094590.4956,6.461005199306759e-05,1.1036395147313691e-05,6.516464471403813e-05,7.919497814964384e-05,2.5805278913369764e-05,7.77832679834966e-05,4,0.0,0.0,0.0,0,,,,4,0,4,0,9,2
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,2,,,,4,2,4,1,10,7
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,1,,,,1,1,4,1,10,7
2024-03-07,Ba240030,,,23.3,8440.000000000002,9280.0,9320.0,8880.0,1592.0,9360.0,250602044930.1015,275543480681.4386,276731168098.1689,205357478815.43027,35078230286.927574,207120203955.47687,3.077484047402006e-05,3.383773928896992e-05,3.398359161349134e-05,4.7692446233543826e-05,1.1036395147313691e-05,4.957411816376473e-05,1,0.0,0.0,0.0,0,,,,1,0,4,1,10,7
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0,,,,2,0,2,0,11,5
2024-03-16,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,2,0,11,5
2024-03-17,Ba240034,,,24.9,2572.0,22520.0,9959.999999999998,2928.0,15560.0,10060.0,64955469976.84767,568739185022.7875,251538289645.9575,87720643964.84532,398968458316.21545,288253516043.448,9.623947614593078e-06,8.426566884939195e-05,3.726847521047707e-05,1.3375207184089238e-05,6.208643071239899e-05,4.2578553150482156e-05,,,,,,,,,,,2,0,11,5
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,2,0,12,2
2024-03-21,Ba240036,,,23.2,2296.0000000000005,3504.0,9280.0,2434.0,13186.0,9620.0,74114935361.6255,113109204489.17062,299558623761.2738,64955469976.84767,115829618850.52353,262210352122.68042,1.783300970873787e-05,2.7215533980582525e-05,7.207766990291262e-05,1.2579608662068323e-05,5.8116236914322535e-05,5.467307255669485e-05,0,0.0,0.0,0.0,2,,,,0,2,1,0,12,2
2024-03-23,diro wie 24.3.,,,8.3,1040.0,2000.0,3320.0000000000005,2084.0,3678.0,9000.0,31815457152.8399,61183571447.76904,101564728603.29662,56291029721.74974,113109204489.17062,262210352122.68042,5.968436154949785e-06,1.1477761836441893e-05,1.9053084648493546e-05,1.2579608662068323e-05,2.959116947991782e-05,5.467307255669485e-05,,,,,,,,,,,1,0,12,2
2024-03-24,Ba240037,,,8.3,1040.0,2000.0,3320.0000000000005,1456.0,2752.0,6020.0,34184565884.299805,65739549777.49962,109127652630.6494,45237797803.02477,89424377133.33511,185669002376.66492,5.968436154949785e-06,1.1477761836441893e-05,1.9053084648493546e-05,1.0751852932246677e-05,1.934664790851221e-05,4.5565377275703085e-05,1,0.0,0.0,0.0,0,,,,1,0,1,0,12,2
2024-03-30,diro wie 31.3.,,,7.17,2308.0,3040.0,2868.0,1803.9999999999998,344.0,1726.0,49450496642.33688,65134103029.76782,61448884042.557274,45884987847.90879,0.0,15306711102.749481,3.6518987341772155e-05,4.810126582278481e-05,4.537974683544304e-05,2.305431309904153e-05,4.4102564102564104e-06,1.3258171717218018e-05,,,,,,,,,,,0,0,13,0
2024-03-31,Ba240040,,,7.17,2308.0,3040.0,2868.0,1805.9999999999998,344.0,1726.0,60953765228.509224,80285721964.76085,75743240327.28096,47283059639.31517,0.0,15306711102.749481,3.6518987341772155e-05,4.810126582278481e-05,4.537974683544304e-05,2.3116900139264355e-05,4.4102564102564104e-06,2.3116244777586635e-05,,,,,,,,,,,0,1,13,0
2024-04-01,dito wie 2.4.,,,10.7,1948.0,2296.0000000000005,4279.999999999999,1876.0,1148.0000000000002,1726.0,72976421487.5081,86013277071.5188,160338338791.85556,48366778140.82603,32567051514.88391,38377797572.65338,3.0822784810126585e-05,3.632911392405064e-05,6.772151898734176e-05,2.693854895458406e-05,1.816455696202532e-05,2.6421502810692764e-05,1,0.0,0.0,0.0,0,,,,1,0,0,0,14,1
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,1
2024-04-11,Ba240045,,,12.2,0.0,11160.0,4880.0,568.0,6920.0,4920.0,0.0,264623062480.5624,115713310475.37137,12684691436.711218,170780152736.23627,111765635498.69647,0.0,8.312849162011173e-05,3.6350093109869643e-05,4.896551724137931e-06,5.6904811067520135e-05,3.955435689976241e-05,,,,,,,,,,,0,1,15,0
2024-04-14,Ba240046,,,14.7,0.0,11160.0,5880.0,0.0,11160.0,5380.0,0.0,241827351995.97617,127414411266.69711,0.0,244548268566.9747,121563860871.03424,0.0,0.0001083495145631068,5.7087378640776696e-05,0.0,9.573900309160926e-05,4.671873587532317e-05,,,,,,,,,,,0,2,15,0
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,17,0
2024-04-23,Ba240050,,,17.9,0.0,0.0,7159.999999999999,0.0,0.0,6240.0,0.0,0.0,173297682079.79294,0.0,0.0,206959235781.2854,0.0,0.0,0.00021325390915860013,0.0,0.0,0.00010026666666666667,,,,,,,,,,,,,17,0
2024-05-03,Ba240054,,,53.6,0.0,0.0,21440.0,0.0,0.0,18360.0,0.0,0.0,492730876294.39923,0.0,0.0,402328394426.548,0.0,0.0,0.00044047252182845406,0.0,0.0,0.0005207272592775658,,,,,,,,,,,0,0,18,1
2024-05-04,dito wie 5.5.,,,34.5,0.0,40.0,13800.0,0.0,20.0,16080.0,0.0,852312736.8505926,294047894213.4544,0.0,852312736.8505926,294047894213.4544,0.0,1.233616037008481e-06,0.00042559753276792597,0.0,4.232804232804233e-07,0.00043303502729819,,,,,,,,,,,0,0,18,1
2024-05-07,dito wie 9.5,,,11.8,0.0,0.0,4720.000000000001,0.0,40.0,13800.0,0.0,0.0,240290513689.8203,0.0,852312736.8505926,294047894213.4544,0.0,0.0,0.00010396475770925112,0.0,8.465608465608466e-07,0.00042559753276792597,1,0.0,0.0,0.0,1,,,,1,1,0,1,19,0
2024-05-08,dito wie 9.5,,,11.8,0.0,0.0,4720.000000000001,0.0,20.0,10620.0,0.0,0.0,121585999562.29436,0.0,0.0,294047894213.4544,0.0,0.0,0.00010396475770925112,0.0,4.232804232804233e-07,0.0002915289251141217,,,,,,,,,,,0,1,19,0
2024-05-11,dito wie 12.5.,,,50.7,40.0,0.0,20280.0,0.0,0.0,9260.0,836831778.9663235,0.0,424273711935.926,0.0,0.0,240290513689.8203,7.600950118764845e-07,0.0,0.0003853681710213777,0.0,0.0,0.00024466646436531437,,,,,,,,,,,0,1,19,0
2024-05-12,Ba240057,,,50.7,40.0,0.0,20280.0,20.0,0.0,12500.0,843266819.9916297,0.0,427536277735.7563,418415889.48316175,0.0,332282112812.87317,7.600950118764845e-07,0.0,0.0003853681710213777,3.8004750593824227e-07,0.0,0.00024466646436531437,,,,,,,,,,,0,1,19,0
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,1
2024-05-17,dito wie 19.5.,,,12.4,0.0,0.0,4960.0,20.0,0.0,12620.0,0.0,0.0,287627781254.6794,0.0,0.0,287627781254.6794,0.0,0.0,9.059360730593607e-05,3.8004750593824227e-07,0.0,0.0002379808891636569,0,0.0,0.0,0.0,1,,,,0,1,0,0,20,1
2024-05-21,Ba240060,,,20.8,0.0,0.0,8320.0,0.0,0.0,4960.0,0.0,0.0,535970420312.61395,0.0,0.0,214612949176.23026,0.0,0.0,0.00015855169128156264,0.0,0.0,9.059360730593607e-05,2,0.0,0.0,0.0,0,,,,2,0,1,0,21,0
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,0
2024-05-23,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,1,0.0,0.0,0.0,0,,,,1,0,1,0,21,0
2024-05-27,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,22,0
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,0
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,0
2024-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0
2024-06-09,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,23,2
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-13,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,24,0
2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1
2024-06-23,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,1,25,1
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,0
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,0
2024-06-28,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,26,0
2024-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,26,0
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,0
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,28,1
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1
2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1
2024-07-14,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,28,1
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1
2024-07-20,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,29,1
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,0
2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,0
2024-07-30,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,1,0,1,1,0,1,0,31,0
2024-08-04,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,1,0,31,0
2024-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,32,0
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0,1,0,1,3,0,1,0,33,0
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2024-08-22,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,34,0
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2024-08-25,,,,,,,,-10000.0,-10000.0,-10000.0,,,,-100000000000.0,-100000000000.0,-100000000000.0,,,,-10000.0,-10000.0,-10000.0,,,,,,,,,,,,,34,0
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0
2024-08-27,Ba240127,,,72.5,18000.0,0.0,29000.0,18000.0,0.0,29000.0,411337344355.3248,0.0,662710165905.801,411337344355.3248,0.0,662710165905.801,1.1059907834101383e-05,0.0,1.781874039938556e-05,1.1059907834101383e-05,0.0,1.781874039938556e-05,,,,,,,,,,,,,35,0
2024-08-31,dito wie 1.9.,,,52.0,0.0,0.0,20800.0,0.0,0.0,29000.0,0.0,0.0,452546487028.17053,0.0,0.0,662710165905.801,0.0,0.0,2.1116751269035533e-05,0.0,0.0,2.1116751269035533e-05,,,,,,,,,,,,,35,0
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0
2024-09-07,dito wie 8.9.,,,38.6,0.0,0.0,15440.000000000002,0.0,0.0,19000.0,0.0,0.0,327297244374.13855,0.0,0.0,446600754850.2778,0.0,0.0,0.00012681724845995895,0.0,0.0,0.00012905747919181152,,,,,,,,,,,,,36,0
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,37,0
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2024-09-19,Ba240137,,,199.0,0.0,0.0,79600.0,0.0,0.0,35980.0,0.0,0.0,1876238342247.4265,0.0,0.0,985331984380.8192,0.0,0.0,0.0010756756756756757,0.0,0.0,0.0005399879535735671,,,,,,,,,,,1,0,38,0
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2024-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,0
2024-09-22,Ba240138,,,129.0,0.0,0.0,51600.0,0.0,0.0,52400.0,0.0,0.0,1105981746906.304,0.0,0.0,1355323307058.1956,0.0,0.0,0.00115695067264574,0.0,0.0,0.0010756756756756757,,,,,,,,,,,1,0,38,0
2024-09-24,Ba240139,,,145.0,0.0,0.0,58000.0,0.0,0.0,58000.0,0.0,0.0,1478231822736.889,0.0,0.0,1478231822736.889,0.0,0.0,0.0008592592592592593,0.0,0.0,0.0010756756756756757,,,,,,,,,,,,,39,0
2024-09-28,dito wie 29.09.,,,119.0,0.0,0.0,47600.0,0.0,0.0,49600.0,0.0,0.0,2188987018571.774,0.0,0.0,1762564939777.0771,0.0,0.0,0.0012452583387835186,0.0,0.0,0.0010081049659524995,,,,,,,,,,,,,39,0
2024-10-01,Ba240142,,,548.0,0.0,0.0,219200.0,0.0,0.0,47600.0,0.0,0.0,8402853226543.392,0.0,0.0,1975775979174.4255,0.0,0.0,0.00344789618560755,0.0,0.0,0.0012452583387835186,,,,,,,,,,,,,40,1
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1
2024-10-08,Ba240145,,,113.0,4800.0,1640.0,45200.0,0.0,0.0,96400.0,236047748311.5696,80649647339.78629,2222782963267.281,0.0,0.0,2177532568756.2632,0.0001096516276413478,3.746430611079383e-05,0.001032552826956025,0.0,0.0,0.001328065887162223,,,,,,,,,,,,,41,1
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1
2024-10-10,Ba240146,,,135.0,4040.0,1572.0,54000.0,2020.0,786.0,75200.0,129828058468.26057,50517254433.68951,1735325533981.7007,64914029234.13029,25258627216.844753,2087829555882.3416,3.9695406534021126e-05,1.5445836403831982e-05,0.0005305821665438467,1.9847703267010563e-05,7.722918201915991e-06,0.001328065887162223,,,,,,,,,,,,,41,1
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42,0
2024-10-17,Ba240149,,,65.1,0.0,0.0,26040.0,3180.0,1318.0,42540.0,0.0,0.0,685111081248.1522,0.0,0.0,1119280043309.8228,0.0,0.0,0.000411699604743083,2.3043478260869567e-05,9.550724637681159e-06,0.00040874835309617915,,,,,,,,,,,0,0,42,0
2024-10-19,Ba240150,,,93.6,0.0,0.0,37440.0,0.0,0.0,33260.0,0.0,0.0,840257739519.0613,0.0,0.0,840257739519.0613,0.0,0.0,0.00047242902208201895,0.0,0.0,0.00044206431341255095,,,,,,,,,,,1,0,42,0
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,43,0
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,44,0
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,46,0
2024-11-12,Ba240160,,,96.2,1012.0,0.0,38480.00000000001,3422.0,0.0,31639.999999999996,30468136180.211864,0.0,1158511739342.4434,83041256445.5997,0.0,737866584244.9,1.0352941176470588e-05,0.0,0.0003936572890025576,4.063911845730028e-05,0.0,0.0003486501377410468,,,,,,,,,,,1,0,46,0
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0,,,,1,0,1,0,46,0
2024-12-07,dito wie 8.12.,,,53.1,0.0,0.0,21240.000000000004,4040.0,3880.0,30820.0,0.0,0.0,821941001885.206,0.0,0.0,821941001885.206,0.0,0.0,0.0005589473684210527,4.230366492146597e-05,4.2173913043478264e-05,0.00044783746870020487,2,0.0,0.0,0.0,0,,,,2,0,2,0,49,5
2024-12-08,Ba240171,,,53.1,0.0,0.0,21240.000000000004,0.0,0.0,21240.000000000004,0.0,0.0,725653175861.685,0.0,0.0,773797088873.4456,0.0,0.0,0.0005589473684210527,0.0,0.0,0.0004990389016018308,,,,,,,,,,,2,0,49,5
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1.0,0.0,1,1,0,1,3,1,2,0,50,8
2024-12-14,dito wie 15.12.,,,32.8,7240.0,7640.000000000001,13120.0,3620.0,3820.0000000000005,17180.0,251239666882.95978,265120311462.12888,455285142196.7448,251239666882.95978,265120311462.12888,455285142196.7448,0.00013803622497616779,0.00014566253574833175,0.0002501429933269781,6.901811248808389e-05,7.283126787416588e-05,0.0004045451808740154,1,0.0,0.0,0.0,0,0,1,1,1,1,2,1,50,8
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,1,0,2,2,4,3,1,1,51,12
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,2,1,0,1,4,2,2,2,51,12
2024-12-22,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,1,1,1,2,5,2,4,2,51,12
2024-12-25,dito wie 26.12.,,,62.5,5160.0,94400.0,25000.0,5160.0,94400.0,25000.0,107628364862.2187,1969015047091.753,521455256115.4007,132807359598.23227,2429654020556.8076,643446509681.3579,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,9.259757738896366e-05,0.0016940331987438312,0.00044863167339614175,3,0.0,0.0,0.0,0,2,0,2,5,0,5,1,52,8
2025-01-03,Ba250002,,,23.2,14440.000000000002,30560.000000000004,9280.0,28160.0,43600.0,73700.0,635240465503.8031,1344387023947.107,408243180046.7654,634375681995.3235,876098430018.9288,408243180046.7654,0.0001944781144781145,0.00041158249158249164,0.000124983164983165,0.0003254859460658491,0.000512532877016193,0.0009101308742909657,9,0.0,0.0,0.0,2,3,2,5,12,4,8,2,1,10
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,1.0,3,1,0,1,11,3,8,3,2,11
2025-01-07,Ba250004,,,16.4,30240.0,59600.0,6560.0,30240.0,45600.0,17360.0,1071680920256.9408,2112175358707.4626,232481046193.30463,4004152797668.6416,1728281191327.2847,410602736044.2927,0.0003654380664652568,0.0007202416918429003,7.927492447129909e-05,0.0003654380664652568,0.0007202416918429003,0.00020497512437810946,10,0.0,0.0,0.0,1,3,2,5,13,3,11,3,2,11
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,0.0,2,2,0,2,15,2,12,3,2,11
2025-01-09,Ba250005,,,30.7,31800.0,94400.0,12280.0,31800.0,45600.0,12280.0,1484917354261.295,4408056548498.938,573420915419.1415,4210771014670.8184,2682943301759.6533,493191603730.4808,0.0005094112935522627,0.0015122146575891069,0.00019671605927112535,0.0005094112935522627,0.0009235443037974684,0.00019671605927112535,9,0.0,0.0,0.0,5,1,0,1,10,5,11,3,2,11
2025-01-11,dito wie 12.1.,,,32.8,77600.0,104400.0,13120.0,54700.0,77000.0,12700.0,2009563177435.8894,2703587573766.841,339761197009.77924,1484917354261.295,2703587573766.841,339761197009.77924,0.0010887407927043142,0.0014647492108032269,0.00018407576289021396,0.0007990760431282884,0.0011941467573003475,0.00019039591108066967,8,0.0,1.0,0.0,0,2,1,3,10,1,11,3,2,11
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,1,3,0,3,12,1,12,2,3,9
2025-01-15,Ba250007,,,44.5,79600.0,123600.0,17800.0,77600.0,104400.0,13120.0,1949435782053.3,3027013350022.461,435929107042.06964,1949435782053.3,2703587573766.841,339761197009.77924,0.0007236363636363636,0.0011236363636363635,0.0001618181818181818,0.0009061885781703389,0.0014647492108032269,0.00018407576289021396,8,0.0,0.0,0.0,3,2,2,4,10,5,12,3,3,9
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,0.0,3,2,0,2,9,3,12,3,3,9
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.0,3,4,1,5,14,4,10,4,4,9
